,Name,URL,Zone,Difficulty,Rating,Reviews
37,Quaite Valley Backcountry Campground Via Quaite Creek Trail,https://www.alltrails.com/explore/trail/canada/alberta/quaite-valley-backcountry-campground-via-quaite-creek-trail?ref=result-card,Bow Valley Provincial Park,easy,4,74
38,Mount Baldy Peak,https://www.alltrails.com/explore/trail/canada/alberta/mount-baldy-peak?ref=result-card,Elbow-Sheep Wildland Provincial Park,hard,4,46
39,Hunchback Hills to Lusk Ridge South,https://www.alltrails.com/explore/trail/canada/alberta/hunchback-hills-to-lusk-ridge-south?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4,29
40,Mount Baldy South via Baldy Pass Trail,https://www.alltrails.com/explore/trail/canada/alberta/mount-baldy-south-via-baldy-pass-trail?ref=result-card,Elbow-Sheep Wildland Provincial Park,hard,4.5,41
41,Anklebiter Ridge via Grotto Canyon Trail,https://www.alltrails.com/explore/trail/canada/alberta/anklebiter-ridge-via-grotto-canyon-trail?ref=result-card,Grotto Mountain Provincial Recreation Area,hard,4.5,48
42,Great Moraine Loop,https://www.alltrails.com/explore/trail/canada/alberta/great-moraine-loop?ref=result-card,Bow Valley Provincial Park,moderate,3.5,35
43,Sibbald Flat Interpretive Trail,https://www.alltrails.com/explore/trail/canada/alberta/sibbald-flat-interpretive-trail--2?ref=result-card,Sibbald Lake Provincial Recreation Area,easy,4,39
44,Mount Fable Trail,https://www.alltrails.com/explore/trail/canada/alberta/mount-fable-trail?ref=result-card,"Municipal District of Bighorn No. 8, Alberta",hard,4.5,28
45,Midnight and Midday Peaks,https://www.alltrails.com/explore/trail/canada/alberta/midnight-and-midday-peaks?ref=result-card,Elbow-Sheep Wildland Provincial Park,hard,4,32
46,Trans Canada Trail Jewel Pass and Quaite Creek Sections to Lac des Arcs,https://www.alltrails.com/explore/trail/canada/alberta/trans-canada-trail-jewel-pass-and-quaite-creek-sections?ref=result-card,Bow Valley Provincial Park,moderate,4.5,22
47,Widow Maker Trail from Canoe Meadows,https://www.alltrails.com/explore/trail/canada/alberta/widow-maker-trail-from-canoe-meadows?ref=result-card,Bow Valley Provincial Park,moderate,4.5,20
48,Wasootch Creek Trail,https://www.alltrails.com/explore/trail/canada/alberta/wasootch-creek-trail?ref=result-card,Elbow-Sheep Wildland Provincial Park,moderate,3.5,54
49,Lusk Pass Trail,https://www.alltrails.com/explore/trail/canada/alberta/lusk-pass-trail?ref=result-card,Bow Valley Provincial Park,moderate,4,42
50,Old Goat Mountain,https://www.alltrails.com/explore/trail/canada/alberta/goat-mountain?ref=result-card,Bow Valley Provincial Park,hard,4.5,4
51,Barrier Lake Loop via Stoney Trail,https://www.alltrails.com/explore/trail/canada/alberta/barrier-lake-loop-via-stoney-trail?ref=result-card,Bow Valley Provincial Park,moderate,4.5,23
52,Yates Mountain (Barrier Lake Fire Lookout) via Quaite Creek Campground,https://www.alltrails.com/explore/trail/canada/alberta/yates-mountain-barrier-lake-fire-lookout-via-quaite-creek-campground?ref=result-card,Bow Valley Provincial Park,hard,4,25
53,Quaite Creek and Razor's Edge Loop,https://www.alltrails.com/explore/trail/canada/alberta/qualite-creek-and-razor-s-edge-loop?ref=result-card,Bow Valley Provincial Park,moderate,4,26
54,Yamnuska Nature Trail,https://www.alltrails.com/explore/trail/canada/alberta/yamnuska-nature-trail?ref=result-card,Bow Valley Provincial Park,easy,3.5,41
55,Porcupine Ridge to Midday Peak ,https://www.alltrails.com/explore/trail/canada/alberta/porcupine-ridge-to-midday-peak?ref=result-card,Elbow-Sheep Wildland Provincial Park,hard,4.5,14
56,Jumpingpound Mountain,https://www.alltrails.com/explore/trail/canada/alberta/jumpingpound-mountain?ref=result-card,Kananaskis Country Public Land Use Zone,hard,4.5,22
57,Stoney Trail Loop,https://www.alltrails.com/explore/trail/canada/alberta/stony-trail-hike?ref=result-card,"Kananaskis Improvement, Alberta",moderate,4,21
58,Mount McGillivray,https://www.alltrails.com/explore/trail/canada/alberta/mount-mcgillivray?ref=result-card,Bow Valley Provincial Park,hard,4.5,10
59,Tiara Peak,https://www.alltrails.com/explore/trail/canada/alberta/tiara-peak?ref=result-card,Kananaskis Country Public Land Use Zone,hard,3.5,18
60,Mary Barclay Summit,https://www.alltrails.com/explore/trail/canada/alberta/mary-barclay-summit?ref=result-card,Bow Valley Provincial Park,hard,4.5,14
61,Mount Lorette Trail,https://www.alltrails.com/explore/trail/canada/alberta/mount-lorette-trail?ref=result-card,Bow Valley Provincial Park,hard,4.5,11
62,Twin Towers and Grant MacEwan Peak via Heart Mountain Trail,https://www.alltrails.com/explore/trail/canada/alberta/twin-towers-and-grant-macewan-peak-via-heart-mountain-trail?ref=result-card,Bow Valley Provincial Park,hard,4.5,10
63,Eagle Hill Trail and Deer Ridge Trail Loop,https://www.alltrails.com/explore/trail/canada/alberta/eagle-hill-trail-and-deer-ridge-trail-loop?ref=result-card,Sibbald Snow Vehicle Public Land Use Zone,hard,4,28
64,Wendell East Peak Route,https://www.alltrails.com/explore/trail/canada/alberta/wendell-east-peak-route?ref=result-card,"Municipal District of Bighorn No. 8, Alberta",hard,4.5,21
65,Razors Edge to Yates Mountain (Barrier Lake Fire Lookout),https://www.alltrails.com/explore/trail/canada/alberta/razors-edge-to-yates-mountain-barrier-lake-fire-lookout?ref=result-card,Bow Valley Provincial Park,hard,4,6
66,Belmore Browne Peak and Boundary Peak,https://www.alltrails.com/explore/trail/canada/alberta/belmore-browne-peak-and-boundary-peak?ref=result-card,Kananaskis Country Public Land Use Zone,hard,4,19
67,Mount Baldy West Ridge Route,https://www.alltrails.com/explore/trail/canada/alberta/mount-baldy-west-ridge-route?ref=result-card,Elbow-Sheep Wildland Provincial Park,hard,4,17
68,Elk Flats Trail,https://www.alltrails.com/explore/trail/canada/alberta/elk-flats-trail?ref=result-card,Bow Valley Provincial Park,easy,3.5,23
69,Cox Hill via Jumpingpound Ridge Trail,https://www.alltrails.com/explore/trail/canada/alberta/cox-hill-via-jumpingpound-ridge-trail?ref=result-card,"Kananaskis Improvement, Alberta",hard,4.5,13
70,Moraine and Bow River Trail,https://www.alltrails.com/explore/trail/canada/alberta/moraine-and-bow-river-trail?ref=result-card,Bow Valley Provincial Park,moderate,3.5,9
71,Ole Buck Loop from Sibbald Viewpoint,https://www.alltrails.com/explore/trail/canada/alberta/ole-buck-loop-from-sibbald-viewpoint?ref=result-card,Sibbald Lake Provincial Recreation Area,moderate,3.5,14
72,Wasootch Creek to Baldy Pass via Porcupine Trail,https://www.alltrails.com/explore/trail/canada/alberta/wasootch-creek-to-baldy-pass-via-porcupine-trail?ref=result-card,Elbow-Sheep Wildland Provincial Park,moderate,3.5,26
73,Ole Buck Mountain,https://www.alltrails.com/explore/trail/canada/alberta/ole-buck-mountain?ref=result-card,Sibbald Lake Provincial Recreation Area,moderate,3.5,22
74,Yamnuska West Ascent,https://www.alltrails.com/explore/trail/canada/alberta/yamnuska-west-ascent?ref=result-card,"Municipal District of Bighorn No. 8, Alberta",moderate,4.5,15
75,Exshaw Ridge Trail,https://www.alltrails.com/explore/trail/canada/alberta/exshaw-ridge-trail?ref=result-card,Bow Valley Provincial Park,hard,4,14
76,Montane Trail,https://www.alltrails.com/explore/trail/canada/alberta/montane?ref=result-card,Bow Valley Provincial Park,easy,4,26
77,Engagement Mountain (Biffy Peak),https://www.alltrails.com/explore/trail/canada/alberta/engagement-mountain-biffy-peak?ref=result-card,Bow Valley Provincial Park,hard,3.5,18
78,Trans Canada Trail Lusk Pass Section,https://www.alltrails.com/explore/trail/canada/alberta/trans-canada-trail-lusk-pass-section?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,3.5,15
79,Seventy Buck Loop,https://www.alltrails.com/explore/trail/canada/alberta/seventy-buck-route?ref=result-card,Sibbald Lake Provincial Recreation Area,moderate,4,10
80,Belmore Browne Peak,https://www.alltrails.com/explore/trail/canada/alberta/belmore-browne-peak?ref=result-card,Kananaskis Country Public Land Use Zone,hard,4,11
81,South Exshaw Trail ,https://www.alltrails.com/explore/trail/canada/alberta/south-exshaw-trail--2?ref=result-card,"Municipal District of Bighorn No. 8, Alberta",moderate,3.5,15
82,YMCA Chief Hector to Yates Mountain (Barrier Lake Fire Lookout),https://www.alltrails.com/explore/trail/canada/alberta/ymca-chief-hector-to-yates-mountain-barrier-lake-fire-lookout?ref=result-card,"Kananaskis Improvement, Alberta",moderate,3.5,3
83,Tom Snow Track ,https://www.alltrails.com/explore/trail/canada/alberta/tom-snow-track?ref=result-card,Sibbald Lake Provincial Recreation Area,hard,3.5,18
84,Jumpingpound Summit and Cox Hill Ridge,https://www.alltrails.com/explore/trail/canada/alberta/jumpingpound-summit-and-cox-hill-ridge?ref=result-card,Sibbald Lake Provincial Recreation Area,hard,4.5,9
85,Yamnuska Natural Area Loop,https://www.alltrails.com/explore/trail/canada/alberta/yamnuska-natural-area-loop?ref=result-card,Bow Valley Provincial Park,moderate,4,9
86,Wendell Mountain Route,https://www.alltrails.com/explore/trail/canada/alberta/wendell-mountain-route?ref=result-card,Bow Valley Provincial Park,hard,4,4
87,Midnight Peak Ridge,https://www.alltrails.com/explore/trail/canada/alberta/midnight-peak-ridge?ref=result-card,Elbow-Sheep Wildland Provincial Park,moderate,2.5,6
88,Fisera Ridge to Mount Collembola,https://www.alltrails.com/explore/trail/canada/alberta/fisera-ridge-to-mt-collembola?ref=result-card,Kananaskis Country Public Land Use Zone,hard,4.5,7
89,Engagement Mountain via Struggle Hill and McConnel Ridge East Route,https://www.alltrails.com/explore/trail/canada/alberta/engagement-mountain-via-struggle-hill-route-and-mcconnel-ridge-east-route?ref=result-card,"Municipal District of Bighorn No. 8, Alberta",moderate,4,5
90,Association Peak,https://www.alltrails.com/explore/trail/canada/alberta/association-peak?ref=result-card,Bow Valley Provincial Park,hard,4.5,4
91,Moraine Trail,https://www.alltrails.com/explore/trail/canada/alberta/moraine-trail?ref=result-card,"Kananaskis Improvement, Alberta",easy,4.5,3
92,Lusk Ridge,https://www.alltrails.com/explore/trail/canada/alberta/lusk-ridge?ref=result-card,Bow Valley Provincial Park,hard,3.5,7
93,Morrowmount via Jura Creek Trail,https://www.alltrails.com/explore/trail/canada/alberta/morrowmount-via-jura-creek-trail?ref=result-card,Heart Creek Provincial Recreation Area,hard,4,2
94,Grouse Ridge,https://www.alltrails.com/explore/trail/canada/alberta/grouse-ridge?ref=result-card,Sibbald Snow Vehicle Public Land Use Zone,moderate,4,12
95,Barrier Lake Interpretive Trail [CLOSED],https://www.alltrails.com/explore/trail/canada/alberta/barrier-lake-interpretive-trail?ref=result-card,Bow Valley Provincial Park,easy,4,88
96,Many Springs Trail [CLOSED],https://www.alltrails.com/explore/trail/canada/alberta/many-springs-trail?ref=result-card,Bow Valley Provincial Park,easy,4,128
97,Hassel Castle,https://www.alltrails.com/explore/trail/canada/alberta/hassel-castle?ref=result-card,Bow Valley Provincial Park,hard,3,2
98,Valleyside Ridge,https://www.alltrails.com/explore/trail/canada/alberta/valleyside-ridge?ref=result-card,Sibbald Snow Vehicle Public Land Use Zone,moderate,3,4
99,Cliffside Ridge,https://www.alltrails.com/explore/trail/canada/alberta/cliffside-ridge?ref=result-card,Sibbald Snow Vehicle Public Land Use Zone,moderate,2.5,5
100,Nakiska to Barrier Lake,https://www.alltrails.com/explore/trail/canada/alberta/nakiska-to-barrier-lake?ref=result-card,Bow Valley Provincial Park,hard,0,0
101,Wasootch Tower Route,https://www.alltrails.com/explore/trail/canada/alberta/wasootch-tower-route?ref=result-card,"Canmore, Alberta",hard,4,2
102,Flowing Water Interpretive Trail [CLOSED],https://www.alltrails.com/explore/trail/canada/alberta/flowing-water?ref=result-card,Bow Valley Provincial Park,easy,4,32
103,Engagement Mountain via Biffy Peak Route and Trans Canada Trail,https://www.alltrails.com/explore/trail/canada/alberta/engagement-mountain-via-biffy-peak-route-and-trans-canada-trail?ref=result-card,Bow Valley Provincial Park,moderate,4,2
104,Midnight Ridge via Porcupine Trail,https://www.alltrails.com/explore/trail/canada/alberta/midnight-ridge-via-porcupine-trail?ref=result-card,Elbow-Sheep Wildland Provincial Park,moderate,4,1
105,Prospector Trail [CLOSED],https://www.alltrails.com/explore/trail/canada/alberta/prospector-trail?ref=result-card,"Municipal District of Bighorn No. 8, Alberta",moderate,4,16
106,Boundary Ridge,https://www.alltrails.com/explore/trail/canada/alberta/boundary-ridge?ref=result-card,"Kananaskis Improvement, Alberta",hard,3.5,2
0,Strange Brew,https://www.alltrails.com/explore/trail/canada/alberta/strange-brew--2?ref=result-card,West Bragg Creek Provincial Recreation Area,moderate,4,373
1,Jumpingpound Trail,https://www.alltrails.com/explore/trail/canada/alberta/jumpingpound-trail?ref=result-card,Pinetop Provincial Recreation Area,moderate,4,282
2,Snowshoe Hare Loop,https://www.alltrails.com/explore/trail/canada/alberta/snowshoe-hare-loop?ref=result-card,West Bragg Creek Provincial Recreation Area,easy,4,321
3,Braggin Rights and Merlin View Loop,https://www.alltrails.com/explore/trail/canada/alberta/braggin-rights-and-merlin-view-loop?ref=result-card,West Bragg Creek Provincial Recreation Area,moderate,4.5,217
4,Ranger Summit Trail,https://www.alltrails.com/explore/trail/canada/alberta/ranger-summit-trail?ref=result-card,West Bragg Creek Provincial Recreation Area,moderate,4,176
5,Braggin Rights to Long Distance Loop,https://www.alltrails.com/explore/trail/canada/alberta/braggin-rights-to-long-distance-loop?ref=result-card,West Bragg Creek Provincial Recreation Area,moderate,4,163
6,Banded Peak Connector Bench,https://www.alltrails.com/explore/trail/canada/alberta/baanded-peak-connector-bench?ref=result-card,Bragg Creek Provincial Park,moderate,4,168
7,Boundary Ridge Trail,https://www.alltrails.com/explore/trail/canada/alberta/boundary-ridge-trail?ref=result-card,West Bragg Creek Provincial Recreation Area,moderate,4,114
8,Jumpingpound Trail Short Loop,https://www.alltrails.com/explore/trail/canada/alberta/jumpingpound-trail-short-loop?ref=result-card,Pinetop Provincial Recreation Area,easy,4.5,51
9,Alder Trail,https://www.alltrails.com/explore/trail/canada/alberta/alder-trail?ref=result-card,Bragg Creek Provincial Park,easy,4,141
10,Snowy Owl to Boundary Ridge Loop,https://www.alltrails.com/explore/trail/canada/alberta/snowy-owl-to-boundary-ridge-loop?ref=result-card,West Bragg Creek Provincial Recreation Area,moderate,4,96
11,Moose Meadows Loop,https://www.alltrails.com/explore/trail/canada/alberta/moose-meadows-loop?ref=result-card,West Bragg Creek Provincial Recreation Area,easy,4,79
12,Telephone Trail,https://www.alltrails.com/explore/trail/canada/alberta/telephone-trail?ref=result-card,West Bragg Creek Provincial Recreation Area,moderate,4,78
13,Moose Mountain via Bragg Creek,https://www.alltrails.com/explore/trail/canada/alberta/moose-mountain-via-bragg-creek?ref=result-card,West Bragg Creek Provincial Recreation Area,hard,4.5,9
14,"Snowshoe Hare, Demi-Trail, Reconnect, Telephone Loop and Mountain Road",https://www.alltrails.com/explore/trail/canada/alberta/snowshoe-hare-demi-trail-reconnect-telephone-loop-and-mountain-road?ref=result-card,West Bragg Creek Provincial Recreation Area,moderate,4,45
15,Snowy Owl to Ranger Summit Loop,https://www.alltrails.com/explore/trail/canada/alberta/snowy-owl-to-ranger-summit-loop?ref=result-card,West Bragg Creek Provincial Recreation Area,moderate,4,62
16,Hostel Meadow Trail Loop,https://www.alltrails.com/explore/trail/canada/alberta/hostel-meadow-trail-loop?ref=result-card,West Bragg Creek Provincial Recreation Area,moderate,3.5,57
17,Moose Creek Loop,https://www.alltrails.com/explore/trail/canada/alberta/moose-woods-loop?ref=result-card,Jumpingpound Creek Provincial Recreation Area,easy,4,9
18,Southern Flow Trail,https://www.alltrails.com/explore/trail/canada/alberta/southern-flow-trail?ref=result-card,West Bragg Creek Provincial Recreation Area,moderate,4,7
19,Telephone and Hostel Loop,https://www.alltrails.com/explore/trail/canada/alberta/telephone-and-hostel-loop?ref=result-card,West Bragg Creek Provincial Recreation Area,easy,4.5,21
20,Bragg Creek Loop,https://www.alltrails.com/explore/trail/canada/alberta/bragg-creek-loop?ref=result-card,Bragg Creek Provincial Park,easy,3.5,16
21,"Ranger Summit via Snakes/Ladders, Ridgeback, Tom Snow, and Mountain Road",https://www.alltrails.com/explore/trail/canada/alberta/snakes-and-ladders-via-ranger-summit-return-on-ridgeback-tom-snow-and-mountain-road?ref=result-card,West Bragg Creek Provincial Recreation Area,moderate,4,16
22,Pine Woods Loop,https://www.alltrails.com/explore/trail/canada/alberta/pine-woods-loop?ref=result-card,Jumpingpound Creek Provincial Recreation Area,easy,3,13
23,Snowshoe Hare and Telephone Loop,https://www.alltrails.com/explore/trail/canada/alberta/snowshoe-hare-and-telephone-loop?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4,20
24,"Boundary Ridge, Snagmore, and Elbow Trail ",https://www.alltrails.com/explore/trail/canada/alberta/boundary-ridge-snagmore-elbow?ref=result-card,West Bragg Creek Provincial Recreation Area,moderate,4,7
25,Snowy Owl Snowshoe Loop,https://www.alltrails.com/explore/trail/canada/alberta/snowy-owl-snowshoe-loop?ref=result-card,West Bragg Creek Provincial Recreation Area,easy,4.5,6
26,Ole Buck Mountain (South Side),https://www.alltrails.com/explore/trail/canada/alberta/ole-buck-mountain-south-side?ref=result-card,Sibbald Snow Vehicle Public Land Use Zone,moderate,3.5,7
27,Trans Canada Trail: Jumpingpound to Westbragg Creek Trailhead,https://www.alltrails.com/explore/trail/canada/alberta/trans-canada-trail-jumpingsound-to-westbragg-creek-trailhead?ref=result-card,Jumpingpound Creek Provincial Recreation Area,moderate,4,1
28,Redwood Trail,https://www.alltrails.com/explore/trail/canada/alberta/redwood-trail?ref=result-card,"Rocky View County, Alberta",easy,4,4
29,Bragg Creek Trail,https://www.alltrails.com/explore/trail/canada/alberta/bragg-creek-trail?ref=result-card,"Rocky View County, Alberta",easy,2.5,2
30,Wintergreen Ski Hill Trail,https://www.alltrails.com/explore/trail/canada/alberta/wintergreen-ski-hill-trail?ref=result-card,"Rocky View County, Alberta",moderate,4,1
31,Wintergreen Trails Loop [PRIVATE PROPERTY],https://www.alltrails.com/explore/trail/canada/alberta/wintergreen-trails-loop?ref=result-card,"Rocky View County, Alberta",moderate,1 Star,1
0,Glenmore Reservoir Trail,https://www.alltrails.com/explore/trail/canada/alberta/glenmore-reservoir-trail?ref=result-card,South Glenmore Park,easy,4.5,655
1,Weaselhead Flats,https://www.alltrails.com/explore/trail/canada/alberta/weaselhead-flats--2?ref=result-card,Weaselhead Flats,easy,4,419
2,Douglas Fir Trail,https://www.alltrails.com/explore/trail/canada/alberta/douglas-fir-trail?ref=result-card,Edworthy Park,moderate,4,356
3,Nose Hill,https://www.alltrails.com/explore/trail/canada/alberta/nose-hill?ref=result-card,Nose Hill Park,moderate,4,466
4,Paskapoo Slopes From Cougar Ridge,https://www.alltrails.com/explore/trail/canada/alberta/paskapoo-slopes-from-cougar-ridge?ref=result-card,Canada Olympic Park,moderate,4,243
5,Discovery Ridge and John Simonot Trail Loop,https://www.alltrails.com/explore/trail/canada/alberta/discovery-ridge-and-john-simonot-trail-loop?ref=result-card,Griffith Woods Park,easy,4.5,176
6,Baker and Bowmont Park Loop,https://www.alltrails.com/explore/trail/canada/alberta/baker-and-bowmont-park-loop?ref=result-card,Baker Park,easy,4.5,151
7,12 Mile Coulee,https://www.alltrails.com/explore/trail/canada/alberta/12-mile-coulee?ref=result-card,12 Mile Coulee,easy,4,160
8,John Simonot Trail,https://www.alltrails.com/explore/trail/canada/alberta/john-simonot-trail?ref=result-card,Griffith Woods Park,easy,4,116
9,Bowness Baker Park Loop,https://www.alltrails.com/explore/trail/canada/alberta/bowness-baker-park-loop?ref=result-card,Baker Park,easy,4,169
10,Prince's Island Loop,https://www.alltrails.com/explore/trail/canada/alberta/princes-island-loop?ref=result-card,Prince's Island Park,easy,4,140
11,South Nose Hill Loop,https://www.alltrails.com/explore/trail/canada/alberta/south-nose-hill-loop?ref=result-card,Nose Hill Park,easy,4,118
12,Bow River Pathway North and South Loop,https://www.alltrails.com/explore/trail/canada/alberta/bow-river-pathway-north-and-south-loop?ref=result-card,Edworthy Park,easy,4,137
13,Quarry and Douglas Fir Trail,https://www.alltrails.com/explore/trail/canada/alberta/quarry-loop?ref=result-card,"Calgary, Alberta",moderate,4.5,83
14,Griffith Woods Perimeter Loop,https://www.alltrails.com/explore/trail/canada/alberta/griffith-woods-perimeter-loop?ref=result-card,Griffith Woods Park,easy,4.5,103
15,Edgemount Ridge,https://www.alltrails.com/explore/trail/canada/alberta/edgemount-ridge?ref=result-card,Nose Hill Park,easy,4.5,77
16,Bowmont Ridge and Sideshow Bob Trail,https://www.alltrails.com/explore/trail/canada/alberta/bowmont-ridge-and-sideshow-bob-trail?ref=result-card,"Calgary, Alberta",moderate,4,68
17,Nose Creek Park Loop,https://www.alltrails.com/explore/trail/canada/alberta/nose-creek-park-loop?ref=result-card,West Nose Creek Confluence Park,easy,4,120
18,Christmas Tree Trail,https://www.alltrails.com/explore/trail/canada/alberta/christmas-tree-trail-loop?ref=result-card,Edworthy Park,easy,4,96
19,Elbow River Pathway,https://www.alltrails.com/explore/trail/canada/alberta/elbow-river-pathway?ref=result-card,Sandy Beach Park,easy,4,64
20,Nose Hill Nature Loop,https://www.alltrails.com/explore/trail/canada/alberta/nose-hill-nature-loop?ref=result-card,Nose Hill Park,easy,4,134
21,"Bow River Pathway South, Prince Island and Bow River Pathway North",https://www.alltrails.com/explore/trail/canada/alberta/bow-river-pathway-south-prince-island-and-bow-river-pathway-north?ref=result-card,"Calgary, Alberta",easy,4.5,78
22,North Glenmore Loop,https://www.alltrails.com/explore/trail/canada/alberta/north-glenmore-loop?ref=result-card,North Glenmore Park,easy,4.5,66
23,South Glenmore and Weaselhead Flats,https://www.alltrails.com/explore/trail/canada/alberta/south-glenmore-single-track?ref=result-card,South Glenmore Park,easy,4,54
24,Nose Hill Loop via 14 Street NW,https://www.alltrails.com/explore/trail/canada/alberta/nose-hill-loop-via-14-street-nw?ref=result-card,Nose Hill Park,moderate,4,84
25,Bow River Pathway Loop,https://www.alltrails.com/explore/trail/canada/alberta/bow-river-pathway-loop?ref=result-card,Bowness Park,easy,4,55
26,Bow River Pathway North,https://www.alltrails.com/explore/trail/canada/alberta/bow-river-pathway-north?ref=result-card,"Calgary, Alberta",easy,4,71
27,Valley Ridge River Trail,https://www.alltrails.com/explore/trail/canada/alberta/valley-ridge-river-trail?ref=result-card,"Calgary, Alberta",easy,4,63
28,Berkley Loop,https://www.alltrails.com/explore/trail/canada/alberta/berkley-loop?ref=result-card,Nose Hill Park,easy,4,70
29,Elbow River Pathway from Fort Calgary,https://www.alltrails.com/explore/trail/canada/alberta/elbow-river-pathway-from-fort-calgary?ref=result-card,"Calgary, Alberta",easy,4,25
30,Nose Hill Big Loop ,https://www.alltrails.com/explore/trail/canada/alberta/nose-hill-big-loop?ref=result-card,Nose Hill Park,moderate,4.5,49
31,Paskapoo Slopes Eastlands Loop,https://www.alltrails.com/explore/trail/canada/alberta/eastlands-loop?ref=result-card,Canada Olympic Park,moderate,4.5,28
32,Douglas Fir and Bow River Pathway South Loop,https://www.alltrails.com/explore/trail/canada/alberta/douglas-fir-and-bow-river-pathway-south-loop?ref=result-card,Edworthy Park,easy,4,62
33,South Glenmore Park Loop,https://www.alltrails.com/explore/trail/canada/alberta/race-for-the-kids?ref=result-card,South Glenmore Park,easy,4.5,26
34,Edworthy to Princes Island,https://www.alltrails.com/explore/trail/canada/alberta/edworthy-to-princes-island?ref=result-card,Edworthy Park,moderate,4.5,24
35,Confederation Park Loop,https://www.alltrails.com/explore/trail/canada/alberta/confederation-park-loop?ref=result-card,Confederation Park,easy,4.5,78
36,Weaselhead Pink and Red Trail Loop,https://www.alltrails.com/explore/trail/canada/alberta/weaselhead-pink-and-red-trail-loop?ref=result-card,Weaselhead Flats,easy,4,27
37,River Park Loop,https://www.alltrails.com/explore/trail/canada/alberta/river-park-loop?ref=result-card,River Park,easy,4,44
38,12 Mile Coulee Loop,https://www.alltrails.com/explore/trail/canada/alberta/12-mile-coole-off-leash-dog-area?ref=result-card,12 Mile Coulee,easy,4.5,27
39,Bow River Pathway Loop from George C. King Bridge to Harry Boothman Bridge,https://www.alltrails.com/explore/trail/canada/alberta/bow-river-pathway-loop-from-george-c-king-bridge-to-harry-boothman-bridge?ref=result-card,"Calgary, Alberta",moderate,4,6
40,Stanley Park to River Park,https://www.alltrails.com/explore/trail/canada/alberta/stanley-park-to-river-park?ref=result-card,"Calgary, Alberta",easy,4.5,32
41,Quarry Trail and Bow River Pathway Loop,https://www.alltrails.com/explore/trail/canada/alberta/quarry-trail-and-bow-river-pathway-loop?ref=result-card,"Calgary, Alberta",moderate,3.5,17
42,Bowmont Park Pathway,https://www.alltrails.com/explore/trail/canada/alberta/bowmont-park-pathway?ref=result-card,Bowmont Park,easy,4.5,36
43,Bow River Pathway: John Hextall Park to Prince's Island Park,https://www.alltrails.com/explore/trail/canada/alberta/bow-river-pathway-john-hextall-park-to-princes-island-park?ref=result-card,John Hextall Park,easy,3.5,23
44,Bowser Valley Trail,https://www.alltrails.com/explore/trail/canada/alberta/bowser-valley-trail?ref=result-card,"Calgary, Alberta",easy,4,15
45,Cougar Ridge View Loop,https://www.alltrails.com/explore/trail/canada/alberta/cougar-ridge-view-loop?ref=result-card,"Calgary, Alberta",easy,4,25
46,Nose Hill Central Loop,https://www.alltrails.com/explore/trail/canada/alberta/nose-hill-central-loop?ref=result-card,Nose Hill Park,easy,4,27
47,Edworthy Park Loop,https://www.alltrails.com/explore/trail/canada/alberta/edworthy-park-loop?ref=result-card,Edworthy Park,easy,3.5,25
48,Silver Springs Loop,https://www.alltrails.com/explore/trail/canada/alberta/silver-springs-loop?ref=result-card,"Calgary, Alberta",easy,4,28
49,Nose Hill Trail,https://www.alltrails.com/explore/trail/canada/alberta/nose-hill-trail?ref=result-card,Nose Hill Park,easy,4.5,17
50,Bowmont Park Viewpoint Loop,https://www.alltrails.com/explore/trail/canada/alberta/bowmont-park-viewpoint-loop?ref=result-card,Bowmont Park,easy,4,17
51,North Bow River Valley Pathway,https://www.alltrails.com/explore/trail/canada/alberta/north-bow-river-valley-pathway?ref=result-card,Bowness Park,moderate,0,0
52,Elbow River,https://www.alltrails.com/explore/trail/canada/alberta/elbow-river?ref=result-card,"Calgary, Alberta",easy,4,13
53,Nose Creek Pathway Loop,https://www.alltrails.com/explore/trail/canada/alberta/nose-creek-pathway-loop?ref=result-card,Nose Creek Park,easy,4,35
54,Edworthy Park to Baker Park via Bow River Pathway,https://www.alltrails.com/explore/trail/canada/alberta/edworthy-park-to-baker-park-via-bow-river-pathway?ref=result-card,Edworthy Park,moderate,0,0
55,Fournier Trail,https://www.alltrails.com/explore/trail/canada/alberta/fournier-trail?ref=result-card,Bowmont Park,easy,4,7
56,Bow River Pathway North: StoneyTrail NW to Lousie Bridge,https://www.alltrails.com/explore/trail/canada/alberta/bow-river-pathway-north-stoneytrail-nw-to-lousie-bridge?ref=result-card,Baker Park,easy,4,22
57,Greenway Trail,https://www.alltrails.com/explore/trail/canada/alberta/greenway-trail?ref=result-card,"Calgary, Alberta",easy,3.5,13
58,Egerts Park Trail,https://www.alltrails.com/explore/trail/canada/alberta/egert-s-park?ref=result-card,Egerts Park,easy,4,10
59,Bowmont Park Island Trail,https://www.alltrails.com/explore/trail/canada/alberta/bowmont-park-island-trail?ref=result-card,Bowmont Park,easy,4,10
60,Bowness Park Bow River Pathway Loop,https://www.alltrails.com/explore/trail/canada/alberta/bowness-park-bow-river-pathway-loop?ref=result-card,Bowness Park,easy,4,9
61,Confederation Park trail,https://www.alltrails.com/explore/trail/canada/alberta/confederation-park-trail?ref=result-card,Confederation Park,easy,3.5,4
