,Name,URL,Zone,Difficulty,Rating,Reviews,Elevation_gain_m,Traffic,Activities,Attractions,Suitabilities,Backpacking,Birdwatching,Camping,Fishing,Hiking,Horsebackriding,Mountainbiking,Naturetrips,Paddlesports,Roadbiking,Rockclimbing,Running,Scenicdriving,Skiing,Snowshoeing,Walking,Beach,Cave,Citywalk,Forest,Historicsite,Hotsprings,Lake,River,Views,Waterfall,Wildlife,Dogfriendly,Kidfriendly,Partiallypaved,Paved,Strollerfriendly,Wheelchairfriendly
284,Kiwetinok Lake from Stanley Mitchell Hut,https://www.alltrails.com/explore/trail/canada/british-columbia/kiwetinok-lake-from-stanley-mitchell-hut?ref=result-card,Yoho National Park,hard,5.0,2,448.97,moderately,"Backpacking, Hiking","Forest, Lake, River, Views, Wildlife",,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
285,Dolomite Ski Circuit,https://www.alltrails.com/explore/trail/canada/alberta/dolomite-peak-ski-circuit?ref=result-card,Banff National Park,hard,4.5,3,937.87,lightly,,"Views, Wildlife",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
286,Mount Hector,https://www.alltrails.com/explore/trail/canada/alberta/mount-hector?ref=result-card,Banff National Park,hard,4.0,2,1504.8,NA,"Hiking, Nature trips","Forest, Views, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
287,"Laughing Falls, Twin Falls and Whaleback Loop",https://www.alltrails.com/explore/trail/canada/british-columbia/laughing-falls-twin-falls-and-whaleback-loop?ref=result-card,Yoho National Park,hard,5.0,1,1312.77,moderately,"Backpacking, Camping, Hiking, Nature trips","Forest, Lake, River, Views, Waterfall, Wildlife",,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
288,Kiwetinok Peak,https://www.alltrails.com/explore/trail/canada/british-columbia/kiwetinok-peak?ref=result-card,Yoho National Park,hard,0.0,0,790.96,lightly,"Backpacking, Hiking","Forest, Views, Wildlife",,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
289,Fish Lakes Ridge Loop,https://www.alltrails.com/explore/trail/canada/alberta/fish-lakes-ridge-loop?ref=result-card,Banff National Park,moderate,0.0,0,373.99,NA,"Hiking, Nature trips","Forest, Lake, Views, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
290,Mount Kerr from Stanley Mitchell Hut,https://www.alltrails.com/explore/trail/canada/british-columbia/mount-kerr-from-stanley-mitchell-hut?ref=result-card,Yoho National Park,hard,4.5,2,843.99,lightly,"Backpacking, Hiking","Forest, Lake, River, Views, Wildlife",,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
291,"Twin Falls, Whaleback Trail, and Marpole Lake Connector Loop",https://www.alltrails.com/explore/trail/canada/british-columbia/twin-falls-whaleback-trail-and-marpole-lake-connector-loop?ref=result-card,Yoho National Park,moderate,5.0,1,759.87,lightly,"Backpacking, Camping, Hiking","Forest, Lake, Views, Waterfall, Wildlife",,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
292,Mount Andromache Trail,https://www.alltrails.com/explore/trail/canada/alberta/mount-andromache-trail?ref=result-card,"Lake Louise, Alberta",hard,5.0,1,1222.86,lightly,"Hiking, Nature trips, Snowshoeing, Bird watching, Running","Forest, River, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
293,Chephren Lake Trail,https://www.alltrails.com/explore/trail/canada/alberta/chephren-lake-trail?ref=result-card,Banff National Park,moderate,4.0,128,240.79,moderately,"Camping, Hiking, Nature trips, Walking, Bird watching","Forest, Lake, River, Views, Wildlife",Kid friendly,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
294,Upper Waterfowl Lake,https://www.alltrails.com/explore/trail/canada/alberta/upper-waterfowl-lake?ref=result-card,Banff National Park,easy,4.5,30,33.83,moderately,"Hiking, Nature trips, Walking, Bird watching","Forest, Lake, Views, Wildlife","Kid friendly, Dog friendly",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0
295,Cirque Lake Trail,https://www.alltrails.com/explore/trail/canada/alberta/cirque-lake-trail--2?ref=result-card,Banff National Park,moderate,5.0,9,355.7,moderately,"Camping, Hiking, Bird watching","Forest, Lake, Views, Wildlife",,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
296,Mount Chephren Summit,https://www.alltrails.com/explore/trail/canada/alberta/mount-chephren-summit?ref=result-card,Banff National Park,hard,3.5,2,2473.76,NA,"Hiking, Nature trips","Lake, Views, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
297,Marmota Peak View,https://www.alltrails.com/explore/trail/canada/alberta/marmota-peak?ref=result-card,Banff National Park,hard,5.0,1,553.82,moderately,"Hiking, Nature trips","Forest, River, Views, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
298,Tree Glaciers Loop,https://www.alltrails.com/explore/trail/canada/british-columbia/tree-glaciers-loop?ref=result-card,"Columbia-Shuswap A, British Columbia",moderate,0.0,0,434.95,lightly,"Hiking, Running","Forest, Lake, Views, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
299,Three Lake Loop,https://www.alltrails.com/explore/trail/canada/british-columbia/three-lake-loop?ref=result-card,"Columbia-Shuswap A, British Columbia",moderate,0.0,0,499.87,lightly,"Hiking, Running","Forest, Lake, Views, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
300,West Peyto Peak,https://www.alltrails.com/explore/trail/canada/british-columbia/west-peyto-peak?ref=result-card,"Columbia-Shuswap A, British Columbia",hard,0.0,0,912.88,lightly,Hiking,"Forest, Lake, Views, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
301,Mohawk Basin Loop Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/mohawk-basin-loop-trail?ref=result-card,"Columbia-Shuswap A, British Columbia",moderate,0.0,0,442.87,lightly,"Hiking, Running","Forest, Views, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
302,Bow Glacier Falls Trail,https://www.alltrails.com/explore/trail/canada/alberta/bow-glacier-falls-trail--3?ref=result-card,Banff National Park,moderate,4.5,702,297.79,heavily,"Hiking, Nature trips, Snowshoeing, Running","Lake, River, Views, Waterfall, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
303,Cirque Peak via Helen Lake Trail,https://www.alltrails.com/explore/trail/canada/alberta/cirque-peak-via-helen-lake-trail?ref=result-card,Banff National Park,hard,5.0,304,1134.77,moderately,"Hiking, Nature trips, Bird watching","Forest, Lake, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
304,Helen Lake Trail,https://www.alltrails.com/explore/trail/canada/alberta/helen-lake-trail?ref=result-card,Banff National Park,moderate,4.5,300,558.7,heavily,Hiking,"Forest, Lake, River, Views, Waterfall",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
305,Bow Hut Route,https://www.alltrails.com/explore/trail/canada/alberta/bow-hut-route?ref=result-card,Banff National Park,hard,5.0,68,713.84,heavily,"Backpacking, Hiking, Nature trips","Forest, Lake, Views",,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
306,Observation Peak,https://www.alltrails.com/explore/trail/canada/alberta/observation-peak?ref=result-card,Banff National Park,hard,4.5,72,1151.84,lightly,"Hiking, Nature trips, Rock climbing, Walking","Forest, Views, Wildlife",,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
307,Mount Jimmy Simpson Trail,https://www.alltrails.com/explore/trail/canada/alberta/mount-jimmy-simpson-trail?ref=result-card,Banff National Park,hard,4.5,35,1274.98,lightly,"Hiking, Nature trips, Rock climbing","Cave, Forest, Lake, River, Views, Waterfall, Wildlife",,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
308,Onion Peak,https://www.alltrails.com/explore/trail/canada/alberta/onion-peak?ref=result-card,Banff National Park,hard,4.5,53,939.7,lightly,"Backpacking, Camping, Hiking, Nature trips, Rock climbing","Forest, Lake, River, Views, Waterfall, Wildlife",,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
309,Katherine Lake via Helen Lake Trail,https://www.alltrails.com/explore/trail/canada/alberta/katherine-lake-via-helen-lake-trail?ref=result-card,Banff National Park,moderate,4.5,33,839.72,moderately,"Backpacking, Hiking, Nature trips, Rock climbing, Snowshoeing, Bird watching, Running","Forest, Lake, River, Views, Waterfall, Wildlife",,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
310,Crystal Ridge Loop,https://www.alltrails.com/explore/trail/canada/alberta/crystal-ridge-loop?ref=result-card,Banff National Park,moderate,4.5,13,617.83,lightly,"Hiking, Nature trips, Rock climbing, Skiing, Snowshoeing, Bird watching, Running","Forest, Lake, River, Views, Waterfall, Wildlife",,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
311,Iceberg Lake,https://www.alltrails.com/explore/trail/canada/alberta/iceberg-lake?ref=result-card,Banff National Park,hard,4.5,11,575.77,lightly,"Hiking, Running","Forest, Lake, River, Views, Waterfall",,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
312,Bow Hut to Jimmy Junior Routes Loop,https://www.alltrails.com/explore/trail/canada/british-columbia/bow-hut-to-jimmy-junior-routes-loop?ref=result-card,Banff National Park,moderate,4.5,13,363.93,moderately,"Hiking, Nature trips, Bird watching","Forest, Lake, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
313,Peyto Lake Panorama Overlook [CLOSED],https://www.alltrails.com/explore/trail/canada/alberta/peyto-lake-panorama-overlook?ref=result-card,Banff National Park,easy,4.5,471,83.82,heavily,"Hiking, Nature trips, Snowshoeing, Running","Forest, Lake, Views, Wildlife","Kid friendly, Partially paved",0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0
314,Jimmy Simpson Jr.,https://www.alltrails.com/explore/trail/canada/alberta/jimmy-simpson-jr?ref=result-card,Banff National Park,hard,4.5,11,840.94,lightly,"Hiking, Skiing, Snowshoeing","Lake, Views, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
315,Mount Weed Trail,https://www.alltrails.com/explore/trail/canada/alberta/mount-weed-trail?ref=result-card,Banff National Park,hard,4.0,6,1818.74,NA,Hiking,Views,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
316,Bow Summit and Peyto Lake Viewpoint [CLOSED],https://www.alltrails.com/explore/trail/canada/alberta/bow-summit-and-peyto-lake-viewpoint?ref=result-card,Banff National Park,moderate,4.5,101,279.81,moderately,"Hiking, Nature trips, Bird watching","Forest, Lake, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
317,Mount Gordon,https://www.alltrails.com/explore/trail/canada/alberta/mount-gordon?ref=result-card,Banff National Park,hard,5.0,1,1584.96,moderately,"Hiking, Nature trips, Snowshoeing, Bird watching","Cave, Lake, River, Waterfall, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
318,Peyto Lake via Caldron Peak Trail [CLOSED],https://www.alltrails.com/explore/trail/canada/alberta/peyto-lake-via-caldron-peak-trail?ref=result-card,Banff National Park,moderate,4.5,50,343.81,moderately,"Hiking, Nature trips, Walking, Bird watching","Forest, Lake, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
319,Crowfoot Mountain North Route,https://www.alltrails.com/explore/trail/canada/alberta/crowfoot-peak--3?ref=result-card,"Lake Louise, Alberta",hard,5.0,3,900.99,NA,Hiking,"Lake, Views",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
320,Peyto Glacier Via Caldron Peak Trail [CLOSED],https://www.alltrails.com/explore/trail/canada/alberta/peyto-glacier-via-caldron-peak-trail?ref=result-card,Banff National Park,hard,4.5,18,737.92,lightly,"Hiking, Nature trips","Forest, Lake, River, Views, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
321,Caldron Peak Trail [CLOSED],https://www.alltrails.com/explore/trail/canada/alberta/caldron-peak-trail?ref=result-card,Banff National Park,hard,4.5,27,1623.97,moderately,"Backpacking, Hiking, Running","Forest, Lake, River, Views, Waterfall, Wildlife",,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
322,Caldron Lake Trail [CLOSED],https://www.alltrails.com/explore/trail/canada/alberta/caldron-lake-trail?ref=result-card,Banff National Park,hard,4.0,6,1036.93,lightly,"Hiking, Nature trips","Forest, Lake, River, Views, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
323,Mistaya Canyon,https://www.alltrails.com/explore/trail/canada/alberta/mistaya-canyon?ref=result-card,Banff National Park,easy,4.5,213,78.94,heavily,"Hiking, Nature trips, Walking","Forest, River, Views, Waterfall, Wildlife","Kid friendly, Dog friendly",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0
324,Glacier Lake,https://www.alltrails.com/explore/trail/canada/alberta/glacier-lake?ref=result-card,Banff National Park,moderate,4.5,104,869.9,moderately,"Backpacking, Camping, Hiking","Forest, Lake, River, Views, Wildlife",,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
325,Thompson Creek Falls,https://www.alltrails.com/explore/trail/canada/alberta/thompson-creek-falls--3?ref=result-card,Thompson Creek Provincial Recreation Area,moderate,4.5,55,512.98,moderately,"Hiking, Running","Forest, River, Views, Waterfall, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
326,Michelle Lakes via Owen Creek,https://www.alltrails.com/explore/trail/canada/alberta/michelle-lakes-via-owen-creek?ref=result-card,Banff National Park,hard,4.5,20,1220.72,lightly,"Backpacking, Hiking","Forest, Lake, River, Views",,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
327,Owen Creek,https://www.alltrails.com/explore/trail/canada/alberta/owen-creek--2?ref=result-card,Banff National Park,moderate,4.5,12,246.89,lightly,"Hiking, Walking","Forest, River, Views",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
328,Sarbach Lookout,https://www.alltrails.com/explore/trail/canada/alberta/sarbach-lookout?ref=result-card,Banff National Park,hard,4.5,11,1076.86,moderately,"Hiking, Nature trips, Bird watching","Forest, River, Views, Wildlife, Historic site",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
329,Warden Lake Trail,https://www.alltrails.com/explore/trail/canada/alberta/warden-lake-trail?ref=result-card,Banff National Park,easy,3.5,3,49.99,lightly,"Hiking, Nature trips, Walking, Bird watching, Running","Forest, Lake, River, Views, Wildlife","Kid friendly, Dog friendly",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0
330,Great Divide Trail Section E: North Saskatchewan River Crossing to Jasper,https://www.alltrails.com/explore/trail/canada/alberta/gdt-section-e-north-saskatchewan-river-crossing-to-jasper?ref=result-card,"Improvement District No. 9, Alberta",hard,4.5,3,7152.74,lightly,"Backpacking, Camping, Hiking","Forest, Lake, River, Views, Wildlife",,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
331,Mount Sarbach,https://www.alltrails.com/explore/trail/canada/alberta/mount-sarbach?ref=result-card,Banff National Park,hard,4.5,4,1684.93,lightly,"Hiking, Nature trips","Forest, River, Views, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
332,Southeast Lyell Glacier,https://www.alltrails.com/explore/trail/canada/alberta/southeast-lyell-glacier?ref=result-card,Banff National Park,hard,4.5,2,1323.75,NA,"Hiking, Nature trips","Forest, Lake, River, Views",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
333,Mount Murchison,https://www.alltrails.com/explore/trail/canada/alberta/mt-murchison?ref=result-card,Banff National Park,hard,2.0,1,1729.74,NA,"Hiking, Nature trips","Views, Waterfall, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
334,Owen Creek to Pinto Lake,https://www.alltrails.com/explore/trail/canada/alberta/owen-creek-to-pinto-lake?ref=result-card,Banff National Park,hard,5.0,2,3209.85,lightly,"Backpacking, Hiking","Forest, Lake, River, Views",,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
335,Rampart Creek Campground Trail,https://www.alltrails.com/explore/trail/canada/alberta/rampart-creek-campground-trail?ref=result-card,"Lake Louise, Alberta",easy,4.5,4,78.94,NA,"Backpacking, Camping, Hiking, Paddle sports","Forest, River, Wildlife",Kid friendly,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
336,Great Divide Trail: Glacier Lake Alternate Route,https://www.alltrails.com/explore/trail/canada/alberta/great-divide-trail-glacier-lake-alternate-route?ref=result-card,Banff National Park,hard,4.0,1,525.78,moderately,"Backpacking, Camping, Hiking","Forest, Lake, River, Views, Wildlife",,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
337,Siffleur Falls,https://www.alltrails.com/explore/trail/canada/alberta/siffleur-falls?ref=result-card,Kootenay Plains Ecological Reserve,easy,4.5,565,368.81,heavily,"Hiking, Nature trips, Bird watching, Running","Forest, River, Views, Waterfall, Wildlife",Kid friendly,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0
338,Tuff Puff,https://www.alltrails.com/explore/trail/canada/alberta/tuff-puff?ref=result-card,Kootenay Plains Ecological Reserve,hard,5.0,115,935.74,moderately,Hiking,"Forest, River, Views, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
339,Kinglet Lake,https://www.alltrails.com/explore/trail/canada/alberta/kinglet-lake?ref=result-card,Kootenay Plains Ecological Reserve,hard,4.5,95,786.99,moderately,"Camping, Hiking, Nature trips, Walking, Bird watching","Forest, Lake, Views",,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
340,Tuff Puff Ridge and Kinglet Lake,https://www.alltrails.com/explore/trail/canada/alberta/tuff-puff-ridge-and-kinglet-lake?ref=result-card,Kootenay Plains Ecological Reserve,hard,5.0,46,1096.98,moderately,"Hiking, Nature trips","Forest, Lake, River, Views",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
341,Kootenay Plains Heritage Trail ,https://www.alltrails.com/explore/trail/canada/alberta/kootenay-plains-heritage-trail?ref=result-card,Kootenay Plains Ecological Reserve,easy,5.0,9,80.77,lightly,"Hiking, Nature trips, Walking, Bird watching","Forest, Lake, River, Views, Waterfall, Wildlife",Kid friendly,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0
342,Landslide Lake,https://www.alltrails.com/explore/trail/canada/alberta/landslide-lake?ref=result-card,Landslide Lake Natural Area,hard,4.5,27,2077.82,lightly,"Backpacking, Camping, Hiking, Mountain biking, Nature trips, Bird watching, Running","Lake, Views, Wildlife",,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
343,Whirlpool Point West Side Trail,https://www.alltrails.com/explore/trail/canada/alberta/whirlpool-point-west-side-trail?ref=result-card,Kootenay Plains Ecological Reserve,easy,4.5,12,17.98,moderately,"Hiking, Nature trips, Walking, Bird watching","Forest, River, Views, Wildlife",Kid friendly,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
344,Whirlpool Ridge Loop Trail,https://www.alltrails.com/explore/trail/canada/alberta/whirlpool-ridge-loop-trail?ref=result-card,Kootenay Plains Ecological Reserve,hard,4.5,12,1190.85,lightly,"Hiking, Bird watching, Running","Views, Wildlife",,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
345,Alexander Henry's Trail,https://www.alltrails.com/explore/trail/canada/alberta/alexander-henrys-trail--2?ref=result-card,Kootenay Plains Ecological Reserve,easy,4.5,4,96.93,lightly,"Hiking, Walking, Bird watching, Running","Forest, River, Views, Wildlife",Kid friendly,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
346,Loudon Creek Trail,https://www.alltrails.com/explore/trail/canada/alberta/loudon-creek-trail?ref=result-card,"Nordegg, Alberta",easy,4.0,5,135.94,lightly,"Hiking, Nature trips","River, Views, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
347,Whirlpool Point East Side Trail,https://www.alltrails.com/explore/trail/canada/alberta/whirlpool-point-east-side-trail?ref=result-card,Kootenay Plains Ecological Reserve,easy,2.0,1,27.74,lightly,"Hiking, Nature trips, Walking",River,Kid friendly,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
348,Mount Peskett,https://www.alltrails.com/explore/trail/canada/alberta/mount-peskett?ref=result-card,Kootenay Plains Ecological Reserve,hard,2.0,2,1908.96,lightly,"Hiking, Running","Forest, River, Views, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
349,Parker Ridge Trail,https://www.alltrails.com/explore/trail/canada/alberta/parker-ridge-trail?ref=result-card,Banff National Park,moderate,5.0,602,268.83,heavily,"Hiking, Walking, Running","Forest, River, Views, Waterfall, Wildlife",Kid friendly,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0
350,Wilcox Viewpoint via Wilcox Pass,https://www.alltrails.com/explore/trail/canada/alberta/wilcox-pass?ref=result-card,Jasper National Park,moderate,4.5,499,521.82,heavily,"Hiking, Nature trips, Rock climbing, Snowshoeing, Bird watching",Views,Kid friendly,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
351,Athabasca Glacier,https://www.alltrails.com/explore/trail/canada/alberta/athabasca-glacier-toe-trail?ref=result-card,White Goat Wilderness Area,easy,4.0,420,57.91,heavily,"Hiking, Walking","Lake, Views",Kid friendly,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
352,Panther Falls Trail,https://www.alltrails.com/explore/trail/canada/alberta/panther-falls-trail?ref=result-card,Banff National Park,moderate,4.5,65,74.98,NA,"Hiking, Nature trips","Forest, River, Waterfall, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
353,Mount Wilcox,https://www.alltrails.com/explore/trail/canada/alberta/mount-wilcox?ref=result-card,Jasper National Park,hard,4.5,61,935.74,lightly,"Hiking, Nature trips","Forest, Views, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
354,Brazeau Loop,https://www.alltrails.com/explore/trail/canada/alberta/brazeau-loop?ref=result-card,Jasper National Park,hard,4.5,22,2847.75,moderately,"Backpacking, Camping, Hiking, Nature trips, Running","Forest, River, Views, Wildlife",,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
355,Boundary Lake,https://www.alltrails.com/explore/trail/canada/alberta/boundary-lake?ref=result-card,"Improvement District No. 12 , Alberta",easy,5.0,19,120.7,lightly,"Hiking, Nature trips","Forest, Lake, Views, Wildlife",Kid friendly,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
